word,happy,sad
bangun,-10.13912,-9.60387
anda,-10.14136,-10.21948
clean,-10.14213,-10.18866
ipod,-10.14236,-9.41762
sunny,-10.1432,-10.30519
understand,-10.14504,-9.68882
parents,-10.1455,-9.73583
indeed,-10.14842,-11.00674
cheguei,-10.14886,-10.93779
woo,-10.14941,-10.98405
chris,-10.14981,-10.24907
paling,-10.15065,-10.10446
bener,-10.15081,-9.62626
fantastic,-10.152,-11.65842
spend,-10.15234,-10.08773
idk,-10.15267,-9.17323
writing,-10.1554,-10.25607
past,-10.156,-9.78772
anytime,-10.15797,-11.38867
green,-10.15846,-10.58253
buddy,-10.15851,-10.44466
muchas,-10.16041,-10.94356
fresh,-10.1606,-11.41215
lmfao,-10.16107,-10.46525
hora,-10.16303,-9.77311
sekolah,-10.16413,-9.97347
gud,-10.16426,-11.44721
kno,-10.16476,-10.07843
dios,-10.1648,-9.98821
drunk,-10.1653,-10.08538
cup,-10.168,-10.07384
fast,-10.16915,-9.56477
okee,-10.16923,-11.57869
alot,-10.17057,-10.26981
ride,-10.17057,-10.07149
air,-10.17299,-9.97379
photo,-10.17449,-10.62949
sigo,-10.17453,-10.50178
wine,-10.17455,-10.90609
star,-10.17769,-10.44066
sir,-10.17824,-11.3722
tambien,-10.1807,-9.85807
//,-10.18172,-10.1701
cheer,-10.184,-10.22576
gimana,-10.18568,-9.41373
gusta,-10.18699,-10.10351
videos,-10.1871,-10.48237
yak,-10.18739,-10.17593
asik,-10.188,-10.41139
learn,-10.18831,-10.4758
huge,-10.19069,-10.18078
drinking,-10.19101,-10.3259
doin,-10.19251,-10.56416
sendiri,-10.19878,-9.61168
promise,-10.20051,-10.75781
skype,-10.20209,-10.28579
pray,-10.20272,-10.40828
park,-10.20354,-10.56039
college,-10.20475,-9.78175
relaxing,-10.20705,-11.50567
terimakasih,-10.20711,-12.90257
nails,-10.2074,-10.60609
pass,-10.20817,-10.26596
dancing,-10.2087,-10.75621
driving,-10.2097,-9.97235
dnt,-10.20994,-9.3575
honey,-10.21094,-10.55617
congratulations,-10.21184,-12.77864
goodluck,-10.21336,-12.1697
hah,-10.2158,-10.01373
chillin,-10.21606,-11.33038
pak,-10.21804,-10.26052
hand,-10.21841,-9.88066
snow,-10.21906,-9.50743
app,-10.21973,-10.1244
hahahah,-10.2203,-10.52614
short,-10.22037,-9.93204
trending,-10.22129,-10.92042
kiss,-10.22193,-10.56243
sana,-10.22381,-10.16707
domingo,-10.22485,-10.29615
meant,-10.22642,-10.20081
menos,-10.22771,-9.57194
it'll,-10.22826,-10.40089
plans,-10.22902,-9.89766
senin,-10.23068,-9.94561
mksh,-10.23078,-12.52182
teman,-10.23095,-10.82797
cheese,-10.23104,-10.73971
heyyy,-10.23585,-11.46813
water,-10.23662,-9.80781
"?""",-10.23714,-10.47347
salah,-10.23825,-9.32345
gmn,-10.23852,-9.73022
blast,-10.23882,-11.34449
american,-10.23943,-10.51225
interview,-10.23969,-10.96336
body,-10.24001,-9.46324
yayyy,-10.24099,-12.27637
answer,-10.24185,-9.86586
especially,-10.24339,-10.25415
hanging,-10.24357,-10.83511
vez,-10.2437,-9.46529
woman,-10.24513,-10.82918
store,-10.24545,-10.10856
road,-10.24625,-10.36896
echt,-10.24682,-9.37535
def,-10.24711,-10.5828
using,-10.24771,-10.21894
games,-10.24849,-10.20817
jakarta,-10.24869,-10.28819
shop,-10.24983,-10.34105
young,-10.25013,-10.65351
update,-10.25386,-10.03539
exciting,-10.25438,-11.237
internet,-10.25544,-9.03536
admin,-10.2555,-11.23547
lain,-10.25609,-10.14088
ahead,-10.25821,-10.77498
eten,-10.2585,-11.15141
site,-10.26082,-10.25682
mundo,-10.26093,-9.56026
normal,-10.26177,-10.08969
hahaa,-10.2637,-10.5254
born,-10.26393,-11.36617
question,-10.264,-10.6495
balik,-10.26519,-9.52449
beli,-10.26779,-9.58513
three,-10.26896,-10.12122
along,-10.27086,-10.82425
stupid,-10.27105,-8.74267
king,-10.27155,-10.85821
relax,-10.27246,-11.42212
practice,-10.27305,-10.42261
exam,-10.27311,-9.42463
loool,-10.27339,-10.27954
profile,-10.27493,-11.30446
shows,-10.27517,-10.19419
bar,-10.27526,-10.30787
kata,-10.27677,-10.32933
aaah,-10.27725,-8.86036
everyday,-10.27939,-10.41943
senyum,-10.28002,-11.7029
pay,-10.28084,-10.0084
match,-10.28154,-10.34381
save,-10.28396,-9.95817
line,-10.28505,-10.33949
saja,-10.28535,-10.44019
rather,-10.28678,-10.01979
shirt,-10.28715,-10.43464
aaa,-10.28729,-8.56774
brp,-10.28971,-10.3174
dapet,-10.2903,-10.10971
huh,-10.29157,-9.71611
indah,-10.29169,-11.40796
laptop,-10.29177,-9.30867
leaving,-10.29332,-9.17238
played,-10.294,-10.34583
watchin,-10.2942,-11.03312
boom,-10.29477,-11.69782
looked,-10.2953,-10.05986
round,-10.29732,-10.51438
100,-10.29799,-10.63748
hotel,-10.29842,-10.36207
emg,-10.29927,-9.61141
project,-10.30062,-10.32154
changed,-10.30169,-10.32413
yess,-10.30382,-11.2711
sekali,-10.30477,-9.60436
giving,-10.30484,-10.31952
pink,-10.30524,-10.63914
masa,-10.30588,-9.2986
atau,-10.3081,-10.47213
others,-10.31191,-10.72751
pouco,-10.3129,-10.52625
tweeted,-10.3132,-10.12456
potter,-10.31339,-11.14501
*-*,-10.31368,-10.10282
mulai,-10.31469,-9.68004
asked,-10.3151,-10.16191
thursday,-10.31744,-10.26381
2nd,-10.31778,-10.44546
beer,-10.31796,-10.83427
cookies,-10.32065,-10.79059
menang,-10.32113,-10.92431
nooo,-10.32184,-8.092
mijn,-10.32305,-9.8662
felt,-10.32312,-9.86068
smh,-10.32403,-9.12888
utk,-10.32677,-10.97726
coba,-10.3274,-9.95457
selesai,-10.3277,-10.76754
pagiii,-10.32792,-12.70547
sunshine,-10.32894,-10.99845
flight,-10.33072,-10.23789
hug,-10.33159,-9.75007
dmn,-10.33538,-10.18971
banho,-10.33721,-11.33032
office,-10.33751,-9.77039
maen,-10.33946,-9.7418
shoes,-10.34004,-10.24915
sweetie,-10.34056,-11.23441
strong,-10.34071,-10.66785
nights,-10.34223,-10.16267
officially,-10.34238,-10.30311
living,-10.34287,-10.33124
naman,-10.34354,-10.31862
spending,-10.34536,-10.75629
favourite,-10.34596,-11.06201
spent,-10.3472,-10.19484
worries,-10.34906,-11.96183
sat,-10.35009,-9.94609
sleepy,-10.35211,-9.18818
dpt,-10.35309,-10.1621
'',-10.35393,-10.45326
;p,-10.3546,-10.32241
earlier,-10.35546,-9.93426
order,-10.35737,-10.51742
adorable,-10.35791,-12.03432
smiling,-10.35894,-12.34915
wearing,-10.36075,-10.4952
wishes,-10.36081,-10.58462
bandung,-10.3623,-10.34745
anniversary,-10.36342,-11.90696
jesus,-10.3637,-11.18924
hbd,-10.36424,-13.09631
lucu,-10.36455,-11.11783
libur,-10.36513,-9.72623
333,-10.36624,-11.05397
sini,-10.36768,-9.74403
paper,-10.36953,-9.84807
asking,-10.3705,-10.76132
volta,-10.37096,-10.63178
ain't,-10.37109,-9.99233
somebody,-10.37146,-9.9691
missing,-10.37283,-8.37182
speak,-10.37315,-10.65867
waktu,-10.3732,-10.06928
shoot,-10.37427,-10.56989
kami,-10.37499,-10.8351
gapapa,-10.37535,-10.74434
train,-10.37592,-9.94177
light,-10.37641,-10.61266
claro,-10.37701,-10.61483
sehat,-10.37786,-11.21789
hha,-10.37831,-10.36172
tht,-10.38122,-10.28946
case,-10.38145,-10.49208
amiin,-10.3828,-12.32991
rico,-10.38425,-11.11808
mac,-10.38429,-10.14189
tomar,-10.38443,-10.60455
depan,-10.38679,-10.28244
deal,-10.38776,-10.62739
hold,-10.38825,-10.38676
extra,-10.39091,-10.35171
cook,-10.39252,-10.40859
wife,-10.39484,-10.68504
door,-10.39744,-9.93947
brown,-10.39825,-10.76664
galau,-10.39832,-9.06911
ujian,-10.39873,-10.32998
nak,-10.40002,-9.84116
kalau,-10.40018,-10.43677
tried,-10.40034,-9.2104
mornin,-10.40169,-11.27378
sign,-10.40195,-10.41202
sair,-10.40235,-9.71666
tinggal,-10.40284,-9.98343
hungry,-10.40285,-8.64781
small,-10.40525,-10.3116
starts,-10.40584,-10.45369
selena,-10.40621,-10.51993
cooking,-10.40643,-11.2125
hidup,-10.4066,-10.747
trus,-10.40794,-9.7017
prob,-10.40853,-10.68988
gunna,-10.40905,-10.30121
clothes,-10.40974,-10.29981
wyatb,-10.41115,-14.39657
thnx,-10.41304,-12.19944
photos,-10.41641,-10.67357
ily,-10.41669,-11.40743
vote,-10.41889,-11.45819
cover,-10.41921,-11.06035
peace,-10.41926,-10.96134
familia,-10.4202,-11.00124
hahahahaha,-10.42703,-10.50099
quick,-10.42762,-10.60053
san,-10.42775,-10.51379
baca,-10.42822,-10.34433
".,-9.42838,-10.82248
nuevo,-9.43167,-10.40789
hrs,-9.43274,-9.72910
lgi,-9.43382,-10.01777
rainy,-9.43477,-10.04962
fact,-9.43507,-10.20890
pronto,-9.43612,-10.79925
hilarious,-9.43725,-11.80381
loveee,-9.43806,-12.08075
tava,-9.43901,-9.60506
decided,-9.44047,-10.50696
amigos,-9.44146,-10.31890
saat,-9.44200,-10.27414
pleasure,-9.44300,-12.51686
dvd,-9.44376,-10.22106
track,-9.44476,-10.85213
woot,-9.44748,-12.25637
basketball,-9.44809,-10.76495
cry,-9.44836,-8.65961
shore,-9.44884,-11.04265
holiday,-9.44946,-10.07861
french,-9.44982,-10.45528
kill,-9.45166,-9.78308
neng,-9.45248,-10.53253
staying,-9.45271,-10.30714
straight,-9.45313,-10.41177
deserve,-9.45509,-11.07430
tunggu,-9.45615,-11.19381
jga,-9.45747,-10.59902
positive,-9.45767,-11.52796
fair,-9.45784,-9.81247
surprise,-9.45829,-11.33007
walking,-9.46009,-10.31822
ganteng,-9.46033,-11.14178
sampai,-9.46164,-10.75289
adalah,-9.46206,-11.01097
download,-9.46235,-10.21858
bath,-9.46556,-10.96193
cosas,-9.46594,-10.01115
tha,-9.46600,-10.68966
exit,-9.46624,-11.22166
cleaning,-9.46632,-10.37853
amiiin,-9.46669,-12.38356
:))),-9.46671,-11.58804
cat,-9.46754,-9.85127
headed,-9.46849,-11.03470
pertama,-9.47061,-10.84958
happens,-9.47118,-10.09963
minute,-9.47153,-10.33871
omw,-9.47159,-11.21051
roll,-9.47404,-10.80861
sushi,-9.47410,-10.71653
demi,-9.47419,-10.03105
anyways,-9.47421,-10.80816
waking,-9.47442,-10.04052
moving,-9.47526,-10.13134
hurt,-9.47574,-8.54207
bwt,-9.47720,-10.79256
engga,-9.47766,-9.66082
bru,-9.48086,-10.07916
country,-9.48180,-10.55437
website,-9.48184,-10.67405
mungkin,-9.48663,-10.14251
likes,-9.48691,-10.95485
miley,-9.48790,-11.05899
ipad,-9.49214,-10.60301
touch,-9.49231,-10.61628
group,-9.49517,-10.73157
trust,-9.49621,-10.77194
sam,-9.49765,-10.80658
lool,-9.49888,-10.63223
sama-sama,-9.49890,-13.69558
grade,-9.49903,-11.19507
state,-9.50051,-10.65887
shut,-9.50057,-10.24624
lie,-9.50068,-10.32951
company,-9.50227,-10.67156
front,-9.50420,-10.37259
non,-9.50549,-10.32407
semuanya,-9.50696,-10.86775
cos,-9.50697,-9.71120
computer,-9.50779,-9.55755
jeje,-9.50861,-10.89094
apple,-9.50995,-10.64277
power,-9.51010,-10.41291
david,-9.51010,-10.54351
brilliant,-9.51297,-11.72465
studying,-9.51380,-9.62275
lho,-9.51419,-10.16145
ultah,-9.51491,-11.48353
amanha,-9.51513,-10.08228
mlm,-9.51624,-10.15309
fat,-9.51698,-9.92753
simple,-9.51747,-11.38361
kick,-9.51749,-10.89903
dalam,-9.51821,-10.72262
bestfriend,-9.51861,-10.67432
hanya,-9.51899,-10.68816
prom,-9.52023,-10.78836
vandaag,-9.52124,-10.43600
folbek,-9.52203,-13.18931
version,-9.52369,-10.78813
self,-9.52498,-10.51674
dead,-9.52500,-9.27619
epic,-9.52581,-10.89422
tenang,-9.52666,-10.85220
fly,-9.52782,-10.81268
despues,-9.52968,-10.74056
john,-9.52989,-10.89969
nunca,-9.52992,-9.18876
background,-9.53404,-11.56686
sale,-9.53428,-10.26207
besos,-9.53469,-11.91307
boss,-9.53514,-10.79170
type,-9.53800,-10.73517
nama,-9.53963,-11.02843
gay,-9.54202,-10.19533
sholat,-9.54251,-11.83639
behind,-9.54372,-10.33912
heh,-9.54681,-10.55967
..!,-9.54687,-10.57095
cara,-9.54754,-9.84340
kerja,-9.54776,-10.20715
boring,-9.54834,-9.10595
google,-9.54921,-10.63921
sapa,-9.54981,-10.51142
workout,-9.55044,-11.26488
women,-9.55142,-11.19968
heeey,-9.55151,-11.80181
swear,-9.55178,-10.19665
happened,-9.55214,-9.09232
gift,-9.55272,-11.52468
hahart,-9.55289,-10.35332
planning,-9.55295,-10.84324
sum,-9.55373,-10.74612
drinks,-9.55463,-11.17184
gusto,-9.55562,-10.83176
obrigada,-9.55638,-12.00736
posted,-9.55639,-11.07183
books,-9.55657,-10.68500
ternyata,-9.55860,-9.95020
esperando,-9.55925,-10.62422
adek,-9.56091,-10.83252
amigo,-9.56209,-10.35418
encanta,-9.56221,-11.96199
jazz,-9.56251,-10.44726
ooi,-9.56331,-12.67202
juice,-9.56539,-10.87030
hiii,-9.56579,-12.04285
shes,-9.56654,-10.69178
complete,-9.56678,-10.82112
stage,-9.56826,-10.76239
business,-9.56888,-10.61162
atas,-9.56934,-11.43848
peeps,-9.56953,-11.34955
kembali,-9.56954,-10.94515
tus,-9.56990,-10.75086
hands,-9.57055,-10.45428
fight,-9.57110,-10.42917
lose,-9.57192,-9.81370
seem,-9.57194,-9.74829
ugh,-9.57309,-8.05299
ade,-9.57347,-10.46497
raining,-9.57459,-9.25724
tbm,-9.57745,-9.95245
tom,-9.57750,-10.62213
color,-9.57811,-11.33035
bella,-9.57899,-11.16656
invite,-9.57961,-10.45928
gezellig,-9.58054,-12.13967
smua,-9.58060,-10.23442
serious,-9.58094,-10.06604
blackberry,-9.58097,-10.09112
silly,-9.58210,-10.86261
tante,-9.58215,-10.80103
miami,-9.58249,-10.74771
note,-9.58259,-10.69727
nigga,-9.58276,-10.94912
fit,-9.58282,-10.21719
kidding,-9.58322,-10.87197
chinese,-9.58325,-10.85971
dar,-9.58335,-10.02904
icon,-9.58382,-11.93395
starbucks,-9.58696,-10.84643
training,-9.58786,-10.67915
social,-9.59030,-10.83017
yoo,-9.59053,-10.53249
sit,-9.59069,-10.28755
yeahh,-9.59184,-11.34527
dlu,-9.59230,-10.50521
smell,-9.59239,-10.66078
yaaay,-9.59354,-12.14506
moet,-9.59363,-9.34587
etc,-9.59519,-10.66018
legal,-9.59540,-10.80011
unfollow,-9.59612,-10.26222
longlast,-9.59688,-14.03463
tonite,-9.59775,-10.65946
sisters,-9.59918,-10.93268
sangat,-9.59923,-10.16978
taylor,-9.59965,-10.93179
airport,-9.59987,-10.08695
wkwkwk,-9.60064,-10.36543
wednesday,-9.60347,-10.41526
twitcon,-9.60351,-13.11436
service,-9.60519,-10.48527
ticket,-9.60592,-10.06886
sucks,-9.60875,-8.22158
beauty,-9.60969,-11.83356
doa,-9.60980,-11.47170
lovee,-9.60983,-12.28352
favor,-9.60996,-10.48866
sdh,-9.61019,-10.63271
mag,-9.61065,-10.72603
cok,-9.61136,-11.07663
pagii,-9.61226,-12.28910
taste,-9.61387,-10.74811
fotos,-9.61644,-10.34672
tgif,-9.61645,-12.08625
delicious,-9.61738,-11.57153
coz,-9.61899,-10.08941
art,-9.61914,-10.54501
channel,-9.61937,-10.73761
slept,-9.61986,-9.85611
step,-9.62011,-11.21751
session,-9.62067,-11.19042
penting,-9.62080,-11.10940
wondering,-9.62096,-10.49951
okey,-9.62098,-11.67926
suerte,-9.62113,-11.24258
vanavond,-9.62298,-11.15672
wen,-9.62318,-10.27257
lookin,-9.62412,-11.17426
suck,-9.62509,-9.45995
event,-9.62549,-10.90080
truth,-9.62620,-11.20916
choice,-9.62629,-10.95962
berapa,-9.62682,-10.78640
disney,-9.62730,-11.06109
seru,-9.62757,-10.59672
near,-9.62761,-10.24407
terbaik,-9.62799,-11.66243
taken,-9.62801,-10.07883
box,-9.62835,-10.49433
ayer,-9.62969,-9.86124
mail,-9.62993,-10.94872
buka,-9.63041,-10.28309
bahagia,-9.63048,-11.63668
vegas,-9.63186,-10.72105
inside,-9.63278,-10.04801
bulan,-9.63333,-10.42699
style,-9.63373,-11.50862
cafe,-9.63408,-10.89524
tienes,-9.63509,-10.12298
senang,-9.63606,-11.83606
hugs,-9.63614,-10.68453
often,-9.63774,-10.99288
slow,-9.63808,-9.94449
card,-9.63926,-10.23489
b'day,-9.63959,-13.05940
bsa,-9.64078,-9.63043
stand,-9.64215,-10.52285
smp,-9.64357,-10.66527
girlfriend,-9.64432,-10.85395
uni,-9.64509,-9.82115
sharing,-9.64583,-12.00524
double,-9.64678,-10.60367
segue,-9.64718,-11.66500
bitches,-9.64856,-11.52683
secret,-9.65039,-11.26358
tetep,-9.65072,-10.40645
eye,-9.65234,-9.86870
hes,-9.65246,-10.49063
brothers,-9.65276,-10.94693
hihihi,-9.65331,-11.28485
hujan,-9.65360,-9.80259
havent,-9.65413,-9.61109
pop,-9.65497,-11.00474
mata,-9.65540,-9.54566
james,-9.65580,-11.14314
txt,-9.65590,-10.45806
sometime,-9.65591,-11.26247
worked,-9.65610,-10.55264
four,-9.65887,-10.75418
smart,-9.65964,-11.38691
apaan,-9.65981,-10.15668
productive,-9.65982,-11.69132
longer,-9.66093,-9.75549
football,-9.66097,-10.57792
tgl,-9.66222,-10.49301
success,-9.66435,-12.07305
ella,-9.66462,-10.20418
belom,-9.66530,-9.61831
uas,-9.66549,-10.87452
fab,-9.66562,-11.75190
lls,-9.66617,-11.32239
thinks,-9.66716,-10.53449
2day,-9.66753,-10.33779
falta,-9.66789,-9.26514
south,-9.66892,-10.96212
slapen,-9.67066,-10.45767
cha,-9.67211,-10.70271
heheh,-9.67344,-11.74521
studio,-9.67362,-11.22468
bag,-9.67457,-10.51200
although,-9.67487,-10.57261
booom,-9.67515,-12.76349
pain,-9.67546,-8.86100
doe,-9.67567,-10.84117
currently,-9.67572,-10.80988
slamat,-9.67626,-12.92892
bali,-9.67651,-10.82784
guitar,-9.67683,-10.80380
dis,-9.67740,-10.20230
angel,-9.67957,-11.16543
ahahaha,-9.68006,-10.85507
fire,-9.68097,-10.64087
hubby,-9.68229,-10.51340
fave,-9.68332,-11.45458
shot,-9.68434,-10.65062
added,-9.68539,-11.80682
sense,-9.68592,-11.07298
felicidades,-9.68686,-13.29588
brought,-9.68773,-10.94691
excellent,-9.68813,-12.27630
bersama,-9.68852,-11.44070
tag,-9.68934,-11.14065
biggest,-9.69029,-10.76943
beastly,-9.69033,-11.81752
cumple,-9.69101,-11.34321
grandma,-9.69117,-10.59783
chilling,-9.69121,-11.68007
possible,-9.69191,-10.69543
nyc,-9.69241,-10.82068
mins,-9.69503,-10.23195
kay,-9.69615,-11.33643
husband,-9.69717,-10.88859
hee,-9.69725,-11.27017
gini,-9.69774,-9.06680
turned,-9.69781,-10.28034
become,-9.69876,-10.87977
drama,-9.69899,-10.54185
hoor,-9.69996,-10.92514
..:,-9.70033,-10.77991
vos,-9.70050,-10.87570
daughter,-9.70112,-10.95022
somewhere,-9.70138,-10.35475
ontem,-9.70288,-9.90116
daqui,-9.70352,-10.83474
youre,-9.70394,-11.24263
volto,-9.70426,-11.64046
twit,-9.70458,-10.88829
takes,-9.70476,-10.70017
dark,-9.70500,-10.42385
bff,-9.70545,-10.79683
important,-9.70559,-10.84505
yee,-9.70703,-10.91339
woohoo,-9.70730,-12.46589
alive,-9.70771,-11.17409
ahah,-9.70848,-11.35740
marathon,-9.70874,-11.49157
count,-9.70883,-11.13015
nga,-9.71089,-10.43472
insyaallah,-9.71106,-12.30286
lulus,-9.71107,-11.47275
whenever,-9.71134,-11.18879
pun,-9.71387,-10.03847
usually,-9.71405,-10.57456
bestie,-9.71485,-11.00633
yeahhh,-9.71525,-11.77641
gran,-9.71525,-11.46016
record,-9.71647,-10.87147
karena,-9.71656,-10.79627
truly,-9.71804,-11.40892
nick,-9.71933,-11.09957
bawa,-9.71950,-10.34159
street,-9.71953,-10.88174
experience,-9.71997,-11.09513
cukup,-9.72123,-10.85424
merayakan,-9.72169,-14.10389
cek,-9.72234,-11.55829
otra,-9.72252,-9.82875
chegar,-9.72356,-11.16533
sera,-9.72454,-10.15620
jajajajaja,-9.72510,-10.34913
calling,-9.72514,-10.54961
present,-9.72518,-11.37924
heey,-9.72526,-12.34233
excelente,-9.72546,-12.53136
aye,-9.72625,-11.40933
ganti,-9.72906,-10.25771
langsung,-9.72968,-10.48330
gaga,-9.73005,-11.07299
stuck,-9.73028,-9.13121
alex,-9.73183,-11.08579
nda,-9.73311,-9.65947
thoughts,-9.73322,-11.04736
kpn,-9.73372,-10.13465
ball,-9.73392,-10.77980
nobody,-9.73487,-9.69258
darling,-9.73581,-11.39044
fabulous,-9.73802,-12.33247
goal,-9.73842,-11.12860
thee,-9.73873,-11.35236
personal,-9.73891,-11.28823
nee,-9.73905,-10.10801
noo,-9.74007,-9.30166
packing,-9.74019,-10.58129
united,-9.74059,-10.84185
yan,-9.74185,-11.12864
bilang,-9.74243,-10.16021
memories,-9.74338,-10.93657
veo,-9.74344,-10.18504
happiness,-9.74403,-12.06598
fingers,-9.74423,-10.72584
helping,-9.74426,-10.91090
arrumar,-9.74435,-11.32336
except,-9.74481,-10.04206
fell,-9.74513,-9.44579
winning,-9.74761,-11.19774
drop,-9.74781,-10.46969
ngapain,-9.74976,-10.29137
holaaa,-9.74992,-12.29901
ibu,-9.75033,-10.42554
arrived,-9.75042,-11.28894
sky,-9.75157,-10.89404
bsok,-9.75183,-10.22568
telling,-9.75222,-10.51829
veel,-9.75343,-10.72299
cari,-9.75515,-10.55039
jumat,-9.75620,-10.70260
umm,-9.75713,-11.04127
nunggu,-9.75837,-10.21821
sedih,-9.75858,-8.65217
milk,-9.76155,-10.54293
kmrn,-9.76208,-9.94070
tetap,-9.76224,-11.40770
hehert,-9.76238,-11.19168
intro,-9.76327,-12.80767
beb,-9.76376,-9.97866
anniv,-9.76459,-12.96063
asap,-9.76514,-10.53930
bonito,-9.76662,-11.68351
pleaseee,-9.76672,-10.62186
thru,-9.76750,-10.52156
mothers,-9.76788,-10.98095
sending,-9.76814,-10.88118
abt,-9.76859,-10.60567
putting,-9.76893,-10.80706
diri,-9.76965,-10.78081
rato,-9.77059,-10.93476
performance,-9.77118,-11.25139
buying,-9.77121,-11.05098
=d,-9.77365,-11.02010
timeline,-9.77468,-10.89803
fix,-9.77504,-10.05799
yaudah,-9.77728,-10.49001
toy,-9.77823,-10.04873
sabado,-9.77828,-10.50435
aah,-9.78012,-9.93336
yayy,-9.78025,-12.90297
menjadi,-9.78117,-11.51554
feelin,-9.78369,-10.21936
moms,-9.78412,-11.01206
...",-10.78445,-11.04914
oppa,-10.78697,-10.55584
kemana,-10.78889,-9.78024
hows,-10.78949,-11.7729
feet,-10.79019,-9.90426
dateng,-10.79059,-10.18413
usual,-10.79158,-10.78875
glee,-10.79173,-11.24196
tattoo,-10.79262,-11.28464
charlie,-10.79289,-10.95751
bio,-10.79319,-10.91721
smiles,-10.79387,-13.06595
jauh,-10.7955,-10.02476
pie,-10.79607,-10.74415
dtg,-10.79696,-10.18896
alguien,-10.79793,-10.02969
yung,-10.7984,-10.78778
adoro,-10.79865,-11.61662
bright,-10.79868,-11.25132
inspiration,-10.79888,-12.17418
married,-10.79921,-11.24812
upload,-10.7996,-10.57274
lbh,-10.80068,-11.1674
pancakes,-10.80121,-11.35698
amen,-10.80137,-12.46548
wee,-10.80194,-10.77593
spot,-10.80304,-11.17965
bkn,-10.80319,-10.49213
babies,-10.80492,-11.07487
genial,-10.80563,-11.91943
makasii,-10.80576,-13.51339
mereka,-10.80978,-10.5629
joke,-10.81055,-10.65944
dunia,-10.81059,-11.53433
uur,-10.81147,-10.30236
figure,-10.81271,-10.58331
kim,-10.81397,-11.1973
>>,-10.81434,-11.46146
wishing,-10.81498,-10.07048
florida,-10.81547,-10.99333
looove,-10.81567,-12.44163
mami,-10.81585,-10.40057
aki,-10.81629,-10.20899
bank,-10.8166,-10.40116
york,-10.81766,-11.0339
tar,-10.81784,-10.65714
talented,-10.81838,-12.57725
outta,-10.81894,-10.41063
tugas,-10.81985,-9.86097
west,-10.82085,-11.20043
texting,-10.82165,-10.86899
laughing,-10.82288,-11.12667
kah,-10.82402,-10.57294
paul,-10.82458,-11.12995
fish,-10.82665,-10.75865
ditunggu,-10.82731,-13.09509
tight,-10.82814,-11.29718
laying,-10.82833,-10.69521
zzz,-10.82954,-10.50973
june,-10.83032,-10.79098
lately,-10.83069,-10.18579
middle,-10.8319,-10.5212
kasi,-10.83197,-10.5173
memang,-10.83301,-10.84883
mimpi,-10.83322,-10.287
celebrate,-10.83323,-11.75687
quiet,-10.83452,-10.77301
learning,-10.8348,-11.40216
bobo,-10.83575,-10.63144
garden,-10.83579,-11.17246
kls,-10.83588,-11.50315
melhor,-10.83598,-10.95816
meal,-10.83652,-11.42579
poor,-10.83671,-8.18032
brb,-10.83818,-12.04459
mini,-10.83861,-10.97352
talked,-10.83917,-10.41911
catching,-10.84026,-11.20106
low,-10.84074,-9.97782
wakker,-10.84099,-9.95366
england,-10.84144,-10.7791
princess,-10.84174,-11.33519
canada,-10.84177,-10.76809
awh,-10.84189,-10.38629
maap,-10.84276,-9.86385
datang,-10.84293,-10.92349
tolong,-10.84312,-10.49889
heat,-10.84352,-10.62949
oui,-10.84384,-12.23202
follows,-10.84401,-11.79281
gtu,-10.8469,-10.11539
hellooo,-10.84725,-12.66351
gosh,-10.84901,-10.10697
awe,-10.851,-10.55607
malah,-10.85124,-9.31914
plg,-10.85128,-10.04264
hurry,-10.85148,-10.53634
toda,-10.85271,-10.20083
folks,-10.85363,-11.60247
3rd,-10.85651,-10.84769
adam,-10.85694,-10.69974
magic,-10.8571,-11.27804
tmrw,-10.85748,-10.6595
sambil,-10.8596,-11.46399
hehehehe,-10.8597,-11.78286
jack,-10.86042,-11.1048
earth,-10.8605,-11.32725
